outcome,effect_type,mean,q2.5,q97.5,rhat,ess_bulk,estimate_type,restaurant_id
chicken_fish,Slope Change,0.712949807856125,-0.21072103131565253,1.7101878155342434,1.0284093024719319,NA,Restaurant,L69HYJ4Y3TR91
chicken_fish,Level Change,-0.2744368457017603,-0.7339691750802004,0.08617769624105241,1.0483854722743287,NA,Restaurant,ED5J990H5VAZT
chicken_fish,Slope Change,0.9858167945227654,0.4252677354043441,1.7509374747078,1.0345197483731483,NA,Restaurant,ED5J990H5VAZT
meat,Level Change,0.02955880224154443,-0.05129329438755058,0.10436001532424286,1.0399787348598872,NA,Restaurant,VLZX7K2M9QD4T
meat,Slope Change,0.17395330712343798,-0.35667494393873245,0.7514160886839212,1.0494571498479361,NA,Restaurant,VLZX7K2M9QD4T
meat,Level Change,-0.030459207484708574,-0.13926206733350766,0.0769610411361284,1.0039566372622293,NA,Restaurant,SRQS8F7JWA9MZ
meat,Level Change,0,-0.10536051565782628,0.11332868530700327,1.034536053236146,NA,Restaurant,SRQS8F7JWA9MZ
meat,Slope Change,-0.8915981192837836,-1.7719568419318752,-0.10536051565782628,1.04740493924437,NA,Restaurant,SRQS8F7JWA9MZ
meat,Slope Change,0.3364722366212129,-0.4780358009429998,1.1908875647772805,1.0397019700759884,NA,Restaurant,SRQS8F7JWA9MZ
meat,Level Change,-0.10536051565782628,-0.2876820724517809,0.06765864847381486,1.1575153065478159,NA,Restaurant,2HRX9P6HKXA8V
meat,Slope Change,0.11332868530700327,-0.18632957819149348,0.47000362924573563,1.0283679904643852,NA,Restaurant,2HRX9P6HKXA8V
meat,Level Change,0.11332868530700327,-0.05129329438755058,0.22314355131420976,1.35552981111205,NA,Restaurant,JHDN7CF1C03X5
meat,Slope Change,0.6312717768418578,0.4382549309311553,0.7975071958841882,1.1681328631317207,NA,Restaurant,JHDN7CF1C03X5
meat,Level Change,-0.030459207484708574,-0.2484613592984996,0.14842000511827322,1.030272921181297,NA,Restaurant,L69HYJ4Y3TR91
meat,Slope Change,0.5653138090500605,-0.030459207484708574,1.4838746894587547,1.1130683794226064,NA,Restaurant,L69HYJ4Y3TR91
meat,Level Change,0.03922071315328133,-0.12783337150988489,0.20701416938432612,1.0172722478044784,NA,Restaurant,ED5J990H5VAZT
meat,Slope Change,0.29266961396282004,-0.030459207484708574,0.5596157879354227,1.0615326430897463,NA,Restaurant,ED5J990H5VAZT
nonvegan,Level Change,0.01980262729617973,-0.06187540371808753,0.09531017980432493,1.0412857214805953,NA,Restaurant,VLZX7K2M9QD4T
nonvegan,Slope Change,0.3148107398400336,-0.2876820724517809,0.9162907318741551,1.1040371659295305,NA,Restaurant,VLZX7K2M9QD4T
nonvegan,Level Change,0.0769610411361284,-0.07257069283483537,0.23111172096338664,1.1197812661623805,NA,Restaurant,SRQS8F7JWA9MZ
nonvegan,Level Change,0.058268908123975824,-0.040821994520255166,0.14842000511827322,1.056436185015094,NA,Restaurant,SRQS8F7JWA9MZ
nonvegan,Slope Change,-1.0788096613719298,-1.8971199848858813,-0.31471074483970024,1.0753247900137273,NA,Restaurant,SRQS8F7JWA9MZ
nonvegan,Slope Change,0.47000362924573563,-0.2876820724517809,1.2892326482767593,1.083426550195771,NA,Restaurant,SRQS8F7JWA9MZ
nonvegan,Level Change,-0.13926206733350766,-0.3285040669720361,-0.01005033585350145,1.030359346161561,NA,Restaurant,2HRX9P6HKXA8V
nonvegan,Slope Change,0.23111172096338664,-0.15082288973458366,0.5364933705145685,1.089820087840704,NA,Restaurant,2HRX9P6HKXA8V
nonvegan,Level Change,0.13976194237515863,0.06765864847381486,0.22314355131420976,1.047516305602438,NA,Restaurant,JHDN7CF1C03X5
nonvegan,Slope Change,0.636576829071551,0.5007752879124892,0.8064758658669485,1.1166703537279037,NA,Restaurant,JHDN7CF1C03X5
nonvegan,Level Change,0.17395330712343798,0,0.3920420877760237,1.0345142744585645,NA,Restaurant,L69HYJ4Y3TR91
nonvegan,Slope Change,0.8372475245337022,0.09531017980432493,1.472472057360943,1.0423950656810574,NA,Restaurant,L69HYJ4Y3TR91
nonvegan,Level Change,0.009950330853168092,-0.13926206733350766,0.1570037488096647,1.039890601729473,NA,Restaurant,ED5J990H5VAZT
nonvegan,Slope Change,0.41871033485818504,0.1906203596086497,0.7030975114131134,1.0769823371523788,NA,Restaurant,ED5J990H5VAZT
vegan,Level Change,0.131028262406404,0.03922071315328133,0.23111172096338664,1.076720875312652,NA,Restaurant,VLZX7K2M9QD4T
vegan,Slope Change,0.17395330712343798,-0.19845093872383832,0.4885800148186709,1.0798066400390307,NA,Restaurant,VLZX7K2M9QD4T
vegan,Level Change,-0.12783337150988489,-0.3011050927839216,0.058268908123975824,1.074080127004247,NA,Restaurant,SRQS8F7JWA9MZ
vegan,Level Change,0.12221763272424911,-0.01005033585350145,0.30010459245033816,1.127143786452847,NA,Restaurant,SRQS8F7JWA9MZ
vegan,Slope Change,-0.4307829160924542,-2.120263536200091,0.23111172096338664,1.2968987474307214,NA,Restaurant,SRQS8F7JWA9MZ
vegan,Slope Change,0.06765864847381486,-0.579818495252942,1.5665304114228238,1.5304295567866413,NA,Restaurant,SRQS8F7JWA9MZ
vegan,Level Change,-0.10536051565782628,-0.2484613592984996,0.01980262729617973,1.052904638540105,NA,Restaurant,2HRX9P6HKXA8V
vegan,Slope Change,0.25464221837358075,0.11332868530700327,0.3920420877760237,1.1980647054984424,NA,Restaurant,2HRX9P6HKXA8V
vegan,Level Change,0.1570037488096647,0.09531017980432493,0.22314355131420976,1.0653348369476572,NA,Restaurant,JHDN7CF1C03X5
vegan,Slope Change,0.19885085874516517,0.03922071315328133,0.3576744442718159,1.2086379637673543,NA,Restaurant,JHDN7CF1C03X5
vegan,Level Change,0.17395330712343798,-0.06187540371808753,0.371563556432483,1.1106149416138535,NA,Restaurant,L69HYJ4Y3TR91
vegan,Slope Change,0.41871033485818504,0.131028262406404,0.9745596399981308,1.002185260630128,NA,Restaurant,L69HYJ4Y3TR91
vegan,Level Change,0.3293037471426003,0.14842000511827322,0.4824261492442928,1.245309986480717,NA,Restaurant,ED5J990H5VAZT
vegan,Slope Change,0.3074846997479607,0.0769610411361284,0.6523251860396901,1.0208163734554583,NA,Restaurant,ED5J990H5VAZT
vegetarian,Level Change,0.02955880224154443,-0.05129329438755058,0.10436001532424286,1.0194842253778178,NA,Restaurant,VLZX7K2M9QD4T
vegetarian,Slope Change,0.13976194237515863,-0.15082288973458366,0.37843643572024505,1.0705437841762526,NA,Restaurant,VLZX7K2M9QD4T
vegetarian,Level Change,0.0769610411361284,0,0.14842000511827322,1.020442836746817,NA,Restaurant,SRQS8F7JWA9MZ
vegetarian,Level Change,0.06765864847381486,0,0.13976194237515863,1.0111024811050675,NA,Restaurant,SRQS8F7JWA9MZ
vegetarian,Slope Change,-0.2231435513142097,-0.4307829160924542,0.01980262729617973,1.0599814706834496,NA,Restaurant,SRQS8F7JWA9MZ
vegetarian,Slope Change,-0.08338160893905101,-0.3856624808119846,0.17395330712343798,0.999717155343333,NA,Restaurant,SRQS8F7JWA9MZ
vegetarian,Level Change,-0.2484613592984996,-0.4155154439616658,-0.11653381625595151,1.016726292211178,NA,Restaurant,2HRX9P6HKXA8V
vegetarian,Slope Change,0.30010459245033816,0.131028262406404,0.44468582126144574,1.0069368390015794,NA,Restaurant,2HRX9P6HKXA8V
vegetarian,Level Change,0.12221763272424911,0.03922071315328133,0.1906203596086497,1.0173209098940272,NA,Restaurant,JHDN7CF1C03X5
vegetarian,Slope Change,0.4382549309311553,0.3148107398400336,0.5538851132264376,1.0248370823311148,NA,Restaurant,JHDN7CF1C03X5
vegetarian,Level Change,0.3364722366212129,0.131028262406404,0.5933268452777344,1.0596650072425693,NA,Restaurant,L69HYJ4Y3TR91
vegetarian,Slope Change,0.6043159668533296,0.22314355131420976,1.1817271953786161,1.5162535907450008,NA,Restaurant,L69HYJ4Y3TR91
vegetarian,Level Change,0.11332868530700327,-0.07257069283483537,0.25464221837358075,1.0220977979630907,NA,Restaurant,ED5J990H5VAZT
vegetarian,Slope Change,0.412109650826833,0.25464221837358075,0.6418538861723947,1.1741014888878687,NA,Restaurant,ED5J990H5VAZT
