analysis,outcome,exposure,exposure_column,distinct_values,incorrectly_standardized,standardization_issue,very_sparse,high_zero_prop,prop_exposure_zero,potential_separation,prop_outcome_zero_when_exp_zero,data_quality_issue,data_quality_warning
proportion,chicken_fish,vegetarian_dishes_prop,exposure_L69HYJ4Y3TR91_1,23,TRUE,"Values outside [0,1]: min=-2.23, max=4.73",FALSE,TRUE,0.9601403860616696,FALSE,0.5590078328981724,TRUE,High zeros (96.0%); Low variation
proportion,chicken_fish,vegetarian_dishes_prop,exposure_SRQS8F7JWA9MZ_1,8,FALSE,OK,FALSE,FALSE,0.8153672599649034,FALSE,0.45887778631821674,FALSE,OK
proportion,chicken_fish,vegetarian_dishes_prop,exposure_W8T41JZK0ZMEP_1,60,TRUE,"Values outside [0,1]: min=-6.03, max=0.91",FALSE,FALSE,0.8494610177989471,FALSE,0.6250553342186809,FALSE,Low variation
proportion,meat,mpbamod_dishes_count,exposure_2HRX9P6HKXA8V_1,2,FALSE,OK,TRUE,FALSE,0.8988468287791427,FALSE,0.18853716357551248,TRUE,Very sparse (≤2 values)
proportion,meat,mpbamod_dishes_count,exposure_ED5J990H5VAZT_1,6,FALSE,OK,FALSE,TRUE,0.9316871396339935,FALSE,0.1727431723395668,TRUE,High zeros (93.2%)
proportion,meat,mpbamod_dishes_count,exposure_JHDN7CF1C03X5_1,19,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8085986462772625,FALSE,0.16772593396372656,FALSE,Low variation
proportion,meat,mpbamod_dishes_count,exposure_L69HYJ4Y3TR91_1,3,FALSE,OK,FALSE,TRUE,0.9839558786663324,FALSE,0.17834394904458598,TRUE,High zeros (98.4%)
proportion,meat,mpbamod_dishes_count,exposure_SRQS8F7JWA9MZ_1,3,FALSE,OK,FALSE,FALSE,0.8682627224868388,FALSE,0.2008084307781146,FALSE,OK
proportion,meat,mpbamod_dishes_count,exposure_W8T41JZK0ZMEP_1,19,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8494610177989471,FALSE,0.17795484727755645,FALSE,Low variation
proportion,meat,mpbamod_dishes_prop,exposure_2HRX9P6HKXA8V_1,6,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.18853716357551248,FALSE,OK
proportion,meat,mpbamod_dishes_prop,exposure_ED5J990H5VAZT_1,15,TRUE,"Values outside [0,1]: min=-0.51, max=2.33",FALSE,FALSE,0.6718475808473302,FALSE,0.11399253731343284,FALSE,OK
proportion,meat,mpbamod_dishes_prop,exposure_JHDN7CF1C03X5_1,52,TRUE,"Values outside [0,1]: min=-1.82, max=7.75",FALSE,FALSE,0.8085986462772625,FALSE,0.16772593396372656,FALSE,Low variation
proportion,meat,mpbamod_dishes_prop,exposure_L69HYJ4Y3TR91_1,8,FALSE,OK,FALSE,TRUE,0.9839558786663324,FALSE,0.17834394904458598,TRUE,High zeros (98.4%)
proportion,meat,mpbamod_dishes_prop,exposure_SRQS8F7JWA9MZ_1,6,FALSE,OK,FALSE,FALSE,0.8682627224868388,FALSE,0.2008084307781146,FALSE,OK
proportion,meat,mpbamod_dishes_prop,exposure_W8T41JZK0ZMEP_1,99,TRUE,"Values outside [0,1]: min=-3.12, max=1.97",FALSE,FALSE,0.8494610177989471,FALSE,0.17795484727755645,FALSE,Low variation
proportion,meat,vegan_dishes_count,exposure_2HRX9P6HKXA8V_1,4,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.18853716357551248,FALSE,OK
proportion,meat,vegan_dishes_count,exposure_ED5J990H5VAZT_1,6,FALSE,OK,FALSE,FALSE,0.6743544748057158,FALSE,0.11728624535315985,FALSE,OK
proportion,meat,vegan_dishes_count,exposure_JHDN7CF1C03X5_1,15,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8085986462772625,FALSE,0.16772593396372656,FALSE,Low variation
proportion,meat,vegan_dishes_count,exposure_L69HYJ4Y3TR91_1,7,FALSE,OK,FALSE,TRUE,0.9601403860616696,FALSE,0.18237597911227155,TRUE,High zeros (96.0%)
proportion,meat,vegan_dishes_count,exposure_SRQS8F7JWA9MZ_1,2,FALSE,OK,TRUE,FALSE,0.8312860366006518,FALSE,0.2094390832328106,TRUE,Very sparse (≤2 values)
proportion,meat,vegan_dishes_count,exposure_W8T41JZK0ZMEP_1,21,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8494610177989471,FALSE,0.17795484727755645,FALSE,Low variation
proportion,meat,vegan_dishes_prop,exposure_2HRX9P6HKXA8V_1,10,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.18853716357551248,FALSE,OK
proportion,meat,vegan_dishes_prop,exposure_ED5J990H5VAZT_1,46,TRUE,"Values outside [0,1]: min=-1.88, max=4.45",FALSE,FALSE,0.6718475808473302,FALSE,0.11399253731343284,FALSE,Low variation
proportion,meat,vegan_dishes_prop,exposure_JHDN7CF1C03X5_1,51,TRUE,"Values outside [0,1]: min=-4.23, max=2.08",FALSE,FALSE,0.8085986462772625,FALSE,0.16772593396372656,FALSE,Low variation
proportion,meat,vegan_dishes_prop,exposure_L69HYJ4Y3TR91_1,20,TRUE,"Values outside [0,1]: min=-1.50, max=1.68",FALSE,TRUE,0.9601403860616696,FALSE,0.18237597911227155,TRUE,High zeros (96.0%); Low variation
proportion,meat,vegan_dishes_prop,exposure_SRQS8F7JWA9MZ_1,7,FALSE,OK,FALSE,FALSE,0.8312860366006518,FALSE,0.2094390832328106,FALSE,OK
proportion,meat,vegan_dishes_prop,exposure_W8T41JZK0ZMEP_1,89,TRUE,"Values outside [0,1]: min=-2.52, max=2.97",FALSE,FALSE,0.8494610177989471,FALSE,0.17795484727755645,FALSE,Low variation
proportion,meat,vegetarian_dishes_count,exposure_2HRX9P6HKXA8V_1,5,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.18853716357551248,FALSE,OK
proportion,meat,vegetarian_dishes_count,exposure_ED5J990H5VAZT_1,19,TRUE,Has decimals (should be integers),FALSE,FALSE,0.6718475808473302,FALSE,0.11399253731343284,FALSE,OK
proportion,meat,vegetarian_dishes_count,exposure_JHDN7CF1C03X5_1,21,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8085986462772625,FALSE,0.16772593396372656,FALSE,Low variation
proportion,meat,vegetarian_dishes_count,exposure_L69HYJ4Y3TR91_1,13,TRUE,Has decimals (should be integers),FALSE,TRUE,0.9601403860616696,FALSE,0.18237597911227155,TRUE,High zeros (96.0%); Low variation
proportion,meat,vegetarian_dishes_count,exposure_SRQS8F7JWA9MZ_1,8,FALSE,OK,FALSE,FALSE,0.8153672599649034,FALSE,0.212913143735588,FALSE,OK
proportion,meat,vegetarian_dishes_count,exposure_W8T41JZK0ZMEP_1,31,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8494610177989471,FALSE,0.17795484727755645,FALSE,Low variation
proportion,meat,vegetarian_dishes_prop,exposure_2HRX9P6HKXA8V_1,11,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.18853716357551248,FALSE,OK
proportion,meat,vegetarian_dishes_prop,exposure_ED5J990H5VAZT_1,47,TRUE,"Values outside [0,1]: min=-1.80, max=2.56",FALSE,FALSE,0.6718475808473302,FALSE,0.11399253731343284,FALSE,OK
proportion,meat,vegetarian_dishes_prop,exposure_JHDN7CF1C03X5_1,46,TRUE,"Values outside [0,1]: min=-8.09, max=2.05",FALSE,FALSE,0.8085986462772625,FALSE,0.16772593396372656,FALSE,Low variation
proportion,meat,vegetarian_dishes_prop,exposure_L69HYJ4Y3TR91_1,23,TRUE,"Values outside [0,1]: min=-2.23, max=4.73",FALSE,TRUE,0.9601403860616696,FALSE,0.18237597911227155,TRUE,High zeros (96.0%); Low variation
proportion,meat,vegetarian_dishes_prop,exposure_SRQS8F7JWA9MZ_1,8,FALSE,OK,FALSE,FALSE,0.8153672599649034,FALSE,0.212913143735588,FALSE,OK
proportion,meat,vegetarian_dishes_prop,exposure_W8T41JZK0ZMEP_1,60,TRUE,"Values outside [0,1]: min=-6.03, max=0.91",FALSE,FALSE,0.8494610177989471,FALSE,0.17795484727755645,FALSE,Low variation
proportion,nonvegan,mpbamod_dishes_count,exposure_2HRX9P6HKXA8V_1,2,FALSE,OK,TRUE,FALSE,0.8988468287791427,FALSE,0.11839352949379445,TRUE,Very sparse (≤2 values)
proportion,nonvegan,mpbamod_dishes_count,exposure_ED5J990H5VAZT_1,6,FALSE,OK,FALSE,TRUE,0.9316871396339935,FALSE,0.11502757971209471,TRUE,High zeros (93.2%)
proportion,nonvegan,mpbamod_dishes_count,exposure_JHDN7CF1C03X5_1,19,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8085986462772625,FALSE,0.09052860021702061,FALSE,Low variation
proportion,nonvegan,mpbamod_dishes_count,exposure_L69HYJ4Y3TR91_1,3,FALSE,OK,FALSE,TRUE,0.9839558786663324,FALSE,0.11426751592356688,TRUE,High zeros (98.4%)
proportion,nonvegan,mpbamod_dishes_count,exposure_SRQS8F7JWA9MZ_1,3,FALSE,OK,FALSE,FALSE,0.8682627224868388,FALSE,0.1281940233867475,FALSE,OK
proportion,nonvegan,mpbamod_dishes_count,exposure_W8T41JZK0ZMEP_1,19,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8494610177989471,FALSE,0.11347203777482662,FALSE,Low variation
proportion,nonvegan,mpbamod_dishes_prop,exposure_2HRX9P6HKXA8V_1,6,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.11839352949379445,FALSE,OK
proportion,nonvegan,mpbamod_dishes_prop,exposure_ED5J990H5VAZT_1,15,TRUE,"Values outside [0,1]: min=-0.51, max=2.33",FALSE,FALSE,0.6718475808473302,FALSE,0.10055970149253732,FALSE,OK
proportion,nonvegan,mpbamod_dishes_prop,exposure_JHDN7CF1C03X5_1,52,TRUE,"Values outside [0,1]: min=-1.82, max=7.75",FALSE,FALSE,0.8085986462772625,FALSE,0.09052860021702061,FALSE,Low variation
proportion,nonvegan,mpbamod_dishes_prop,exposure_L69HYJ4Y3TR91_1,8,FALSE,OK,FALSE,TRUE,0.9839558786663324,FALSE,0.11426751592356688,TRUE,High zeros (98.4%)
proportion,nonvegan,mpbamod_dishes_prop,exposure_SRQS8F7JWA9MZ_1,6,FALSE,OK,FALSE,FALSE,0.8682627224868388,FALSE,0.1281940233867475,FALSE,OK
proportion,nonvegan,mpbamod_dishes_prop,exposure_W8T41JZK0ZMEP_1,99,TRUE,"Values outside [0,1]: min=-3.12, max=1.97",FALSE,FALSE,0.8494610177989471,FALSE,0.11347203777482662,FALSE,Low variation
proportion,nonvegan,vegan_dishes_count,exposure_2HRX9P6HKXA8V_1,4,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.11839352949379445,FALSE,OK
proportion,nonvegan,vegan_dishes_count,exposure_ED5J990H5VAZT_1,6,FALSE,OK,FALSE,FALSE,0.6743544748057158,FALSE,0.10390334572490706,FALSE,OK
proportion,nonvegan,vegan_dishes_count,exposure_JHDN7CF1C03X5_1,15,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8085986462772625,FALSE,0.09052860021702061,FALSE,Low variation
proportion,nonvegan,vegan_dishes_count,exposure_L69HYJ4Y3TR91_1,7,FALSE,OK,FALSE,TRUE,0.9601403860616696,FALSE,0.11684073107049608,TRUE,High zeros (96.0%)
proportion,nonvegan,vegan_dishes_count,exposure_SRQS8F7JWA9MZ_1,2,FALSE,OK,TRUE,FALSE,0.8312860366006518,FALSE,0.1335946924004825,TRUE,Very sparse (≤2 values)
proportion,nonvegan,vegan_dishes_count,exposure_W8T41JZK0ZMEP_1,21,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8494610177989471,FALSE,0.11347203777482662,FALSE,Low variation
proportion,nonvegan,vegan_dishes_prop,exposure_2HRX9P6HKXA8V_1,10,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.11839352949379445,FALSE,OK
proportion,nonvegan,vegan_dishes_prop,exposure_ED5J990H5VAZT_1,46,TRUE,"Values outside [0,1]: min=-1.88, max=4.45",FALSE,FALSE,0.6718475808473302,FALSE,0.10055970149253732,FALSE,Low variation
proportion,nonvegan,vegan_dishes_prop,exposure_JHDN7CF1C03X5_1,51,TRUE,"Values outside [0,1]: min=-4.23, max=2.08",FALSE,FALSE,0.8085986462772625,FALSE,0.09052860021702061,FALSE,Low variation
proportion,nonvegan,vegan_dishes_prop,exposure_L69HYJ4Y3TR91_1,20,TRUE,"Values outside [0,1]: min=-1.50, max=1.68",FALSE,TRUE,0.9601403860616696,FALSE,0.11684073107049608,TRUE,High zeros (96.0%); Low variation
proportion,nonvegan,vegan_dishes_prop,exposure_SRQS8F7JWA9MZ_1,7,FALSE,OK,FALSE,FALSE,0.8312860366006518,FALSE,0.1335946924004825,FALSE,OK
proportion,nonvegan,vegan_dishes_prop,exposure_W8T41JZK0ZMEP_1,89,TRUE,"Values outside [0,1]: min=-2.52, max=2.97",FALSE,FALSE,0.8494610177989471,FALSE,0.11347203777482662,FALSE,Low variation
proportion,nonvegan,vegetarian_dishes_count,exposure_2HRX9P6HKXA8V_1,5,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.11839352949379445,FALSE,OK
proportion,nonvegan,vegetarian_dishes_count,exposure_ED5J990H5VAZT_1,19,TRUE,Has decimals (should be integers),FALSE,FALSE,0.6718475808473302,FALSE,0.10055970149253732,FALSE,OK
proportion,nonvegan,vegetarian_dishes_count,exposure_JHDN7CF1C03X5_1,21,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8085986462772625,FALSE,0.09052860021702061,FALSE,Low variation
proportion,nonvegan,vegetarian_dishes_count,exposure_L69HYJ4Y3TR91_1,13,TRUE,Has decimals (should be integers),FALSE,TRUE,0.9601403860616696,FALSE,0.11684073107049608,TRUE,High zeros (96.0%); Low variation
proportion,nonvegan,vegetarian_dishes_count,exposure_SRQS8F7JWA9MZ_1,8,FALSE,OK,FALSE,FALSE,0.8153672599649034,FALSE,0.1355880092236741,FALSE,OK
proportion,nonvegan,vegetarian_dishes_count,exposure_W8T41JZK0ZMEP_1,31,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8494610177989471,FALSE,0.11347203777482662,FALSE,Low variation
proportion,nonvegan,vegetarian_dishes_prop,exposure_2HRX9P6HKXA8V_1,11,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.11839352949379445,FALSE,OK
proportion,nonvegan,vegetarian_dishes_prop,exposure_ED5J990H5VAZT_1,47,TRUE,"Values outside [0,1]: min=-1.80, max=2.56",FALSE,FALSE,0.6718475808473302,FALSE,0.10055970149253732,FALSE,OK
proportion,nonvegan,vegetarian_dishes_prop,exposure_JHDN7CF1C03X5_1,46,TRUE,"Values outside [0,1]: min=-8.09, max=2.05",FALSE,FALSE,0.8085986462772625,FALSE,0.09052860021702061,FALSE,Low variation
proportion,nonvegan,vegetarian_dishes_prop,exposure_L69HYJ4Y3TR91_1,23,TRUE,"Values outside [0,1]: min=-2.23, max=4.73",FALSE,TRUE,0.9601403860616696,FALSE,0.11684073107049608,TRUE,High zeros (96.0%); Low variation
proportion,nonvegan,vegetarian_dishes_prop,exposure_SRQS8F7JWA9MZ_1,8,FALSE,OK,FALSE,FALSE,0.8153672599649034,FALSE,0.1355880092236741,FALSE,OK
proportion,nonvegan,vegetarian_dishes_prop,exposure_W8T41JZK0ZMEP_1,60,TRUE,"Values outside [0,1]: min=-6.03, max=0.91",FALSE,FALSE,0.8494610177989471,FALSE,0.11347203777482662,FALSE,Low variation
proportion,total,mpbamod_dishes_count,exposure_2HRX9P6HKXA8V_1,2,FALSE,OK,TRUE,FALSE,0.8988468287791427,FALSE,0.10918979221865849,TRUE,Very sparse (≤2 values)
proportion,total,mpbamod_dishes_count,exposure_ED5J990H5VAZT_1,6,FALSE,OK,FALSE,TRUE,0.9316871396339935,FALSE,0.1061482577694067,TRUE,High zeros (93.2%)
proportion,total,mpbamod_dishes_count,exposure_JHDN7CF1C03X5_1,19,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8085986462772625,FALSE,0.08091768718028212,FALSE,Low variation
proportion,total,mpbamod_dishes_count,exposure_L69HYJ4Y3TR91_1,3,FALSE,OK,FALSE,TRUE,0.9839558786663324,FALSE,0.10585987261146497,TRUE,High zeros (98.4%)
proportion,total,mpbamod_dishes_count,exposure_SRQS8F7JWA9MZ_1,3,FALSE,OK,FALSE,FALSE,0.8682627224868388,FALSE,0.11866608921611087,FALSE,OK
proportion,total,mpbamod_dishes_count,exposure_W8T41JZK0ZMEP_1,19,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8494610177989471,FALSE,0.10697948944960897,FALSE,Low variation
proportion,total,mpbamod_dishes_prop,exposure_2HRX9P6HKXA8V_1,6,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.10918979221865849,FALSE,OK
proportion,total,mpbamod_dishes_prop,exposure_ED5J990H5VAZT_1,15,TRUE,"Values outside [0,1]: min=-0.51, max=2.33",FALSE,FALSE,0.6718475808473302,FALSE,0.09570895522388059,FALSE,OK
proportion,total,mpbamod_dishes_prop,exposure_JHDN7CF1C03X5_1,52,TRUE,"Values outside [0,1]: min=-1.82, max=7.75",FALSE,FALSE,0.8085986462772625,FALSE,0.08091768718028212,FALSE,Low variation
proportion,total,mpbamod_dishes_prop,exposure_L69HYJ4Y3TR91_1,8,FALSE,OK,FALSE,TRUE,0.9839558786663324,FALSE,0.10585987261146497,TRUE,High zeros (98.4%)
proportion,total,mpbamod_dishes_prop,exposure_SRQS8F7JWA9MZ_1,6,FALSE,OK,FALSE,FALSE,0.8682627224868388,FALSE,0.11866608921611087,FALSE,OK
proportion,total,mpbamod_dishes_prop,exposure_W8T41JZK0ZMEP_1,99,TRUE,"Values outside [0,1]: min=-3.12, max=1.97",FALSE,FALSE,0.8494610177989471,FALSE,0.10697948944960897,FALSE,Low variation
proportion,total,vegan_dishes_count,exposure_2HRX9P6HKXA8V_1,4,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.10918979221865849,FALSE,OK
proportion,total,vegan_dishes_count,exposure_ED5J990H5VAZT_1,6,FALSE,OK,FALSE,FALSE,0.6743544748057158,FALSE,0.09721189591078067,FALSE,OK
proportion,total,vegan_dishes_count,exposure_JHDN7CF1C03X5_1,15,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8085986462772625,FALSE,0.08091768718028212,FALSE,Low variation
proportion,total,vegan_dishes_count,exposure_L69HYJ4Y3TR91_1,7,FALSE,OK,FALSE,TRUE,0.9601403860616696,FALSE,0.10822454308093994,TRUE,High zeros (96.0%)
proportion,total,vegan_dishes_count,exposure_SRQS8F7JWA9MZ_1,2,FALSE,OK,TRUE,FALSE,0.8312860366006518,FALSE,0.12364294330518698,TRUE,Very sparse (≤2 values)
proportion,total,vegan_dishes_count,exposure_W8T41JZK0ZMEP_1,21,TRUE,Has decimals (should be integers),FALSE,FALSE,0.8494610177989471,FALSE,0.10697948944960897,FALSE,Low variation
proportion,total,vegan_dishes_prop,exposure_2HRX9P6HKXA8V_1,10,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.10918979221865849,FALSE,OK
proportion,total,vegan_dishes_prop,exposure_ED5J990H5VAZT_1,46,TRUE,"Values outside [0,1]: min=-1.88, max=4.45",FALSE,FALSE,0.6718475808473302,FALSE,0.09570895522388059,FALSE,Low variation
proportion,total,vegan_dishes_prop,exposure_JHDN7CF1C03X5_1,51,TRUE,"Values outside [0,1]: min=-4.23, max=2.08",FALSE,FALSE,0.8085986462772625,FALSE,0.08091768718028212,FALSE,Low variation
proportion,total,vegan_dishes_prop,exposure_L69HYJ4Y3TR91_1,20,TRUE,"Values outside [0,1]: min=-1.50, max=1.68",FALSE,TRUE,0.9601403860616696,FALSE,0.10822454308093994,TRUE,High zeros (96.0%); Low variation
proportion,total,vegan_dishes_prop,exposure_SRQS8F7JWA9MZ_1,7,FALSE,OK,FALSE,FALSE,0.8312860366006518,FALSE,0.12364294330518698,FALSE,OK
proportion,total,vegan_dishes_prop,exposure_W8T41JZK0ZMEP_1,89,TRUE,"Values outside [0,1]: min=-2.52, max=2.97",FALSE,FALSE,0.8494610177989471,FALSE,0.10697948944960897,FALSE,Low variation
proportion,total,vegetarian_dishes_count,exposure_2HRX9P6HKXA8V_1,5,FALSE,OK,FALSE,FALSE,0.8988468287791427,FALSE,0.10918979221865849,FALSE,OK
proportion,total,vegetarian_dishes_count,exposure_ED5J990H5VAZT_1,19,TRUE,Has decimals (should be integers),FALSE,FALSE,0.6718475808473302,FALSE,0.09570895522388059,FALSE,OK
