outcome,effect_type,mean,q2.5,q16,q84,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,n_rest_model,source,pred_path,exposure_strip,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
Chicken,Level change,4.102405694650376,1.1796737039653082,2.1094535826882197,7.8270332502412625,14.45160734036985,NA,NA,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,"Exposure: Chicken Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,2.1094535826882197,7.8270332502412625
Chicken,Level change,86.0664437804656,7.836401914184026,21.494656600595345,341.75582633897744,1964.2619548430796,NA,NA,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,"Exposure: Chicken Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,21.494656600595345,341.75582633897744
Chicken,Level change,2.176055500575547,0.982481074273702,1.4599932429600784,3.248122885144652,4.890271680118906,NA,NA,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,"Exposure: Chicken Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,1.4599932429600784,3.248122885144652
Chicken,Level change,0.9592305432269175,0.39504684003273227,0.6371005680001925,1.4456701867751445,2.188044885016384,NA,NA,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,"Exposure: Chicken Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.6371005680001925,1.4456701867751445
Chicken,Slope change,1.178135378313173,0.0844548086716225,0.4060243934484231,3.6516337157115175,15.150394579989324,NA,NA,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,"Exposure: Chicken Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.4060243934484231,3.6516337157115175
Chicken,Slope change,0.999517816405669,0.0723498218676203,0.3481816603878789,2.9675377293265934,13.162809487444918,NA,NA,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,"Exposure: Chicken Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.3481816603878789,2.9675377293265934
Chicken,Slope change,0.714631810303216,0.06589568737978438,0.2937475242630398,1.795228620264745,5.778368919921961,NA,NA,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,"Exposure: Chicken Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.2937475242630398,1.795228620264745
Chicken,Slope change,0.43218451677517766,0.045140680946222665,0.14948989386523426,1.1695868796254978,8.968717979737168,NA,NA,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,"Exposure: Chicken Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.14948989386523426,1.1695868796254978
Dairy,Level change,0.9188167500634031,0.7151742419085029,0.8139119203439077,1.0352816059987286,1.1667998979791787,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8139119203439077,1.0352816059987286
Dairy,Level change,1.067986729101023,0.8231399851143434,0.9285824832371157,1.2289346307075553,1.4513431320517622,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9285824832371157,1.2289346307075553
Dairy,Level change,1.0480145838812223,0.7965580953893276,0.9093132717397837,1.2150572747094115,1.420437104795857,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9093132717397837,1.2150572747094115
Dairy,Level change,1.0000150922461335,0.759850635692693,0.8740142149622464,1.1393937313755262,1.3268089629082327,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8740142149622464,1.1393937313755262
Dairy,Level change,0.9976249474496763,0.7739952502802989,0.880478056316737,1.13078098938394,1.3026315854627943,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.880478056316737,1.13078098938394
Dairy,Level change,1.2477971863794446,0.25770527036004054,0.5286284969661077,2.855092174854655,6.277079157640842,NA,NA,NA,Restaurant,EMBVNVD207CC6,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.5286284969661077,2.855092174854655
Dairy,Level change,0.9395003518907777,0.629545945890115,0.7699528350440548,1.151832118517009,1.4127609707134248,NA,NA,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7699528350440548,1.151832118517009
Dairy,Level change,0.8893826291585957,0.5679043690695615,0.7150199163793934,1.1046988284705879,1.3764973845141122,NA,NA,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7150199163793934,1.1046988284705879
Dairy,Slope change,0.995266839394376,0.1513420532006909,0.4055579475867921,2.426879550142991,8.56524189592239,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.4055579475867921,2.426879550142991
Dairy,Slope change,0.8333580548499037,0.11670876242047619,0.32741685958444694,2.230919548354778,7.129427188641711,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.32741685958444694,2.230919548354778
Dairy,Slope change,1.0390106736423708,0.18306735050092446,0.472958340983313,2.3583430221855926,6.081690970756264,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.472958340983313,2.3583430221855926
Dairy,Slope change,0.9375862108282489,0.0735710831634841,0.34000035501864156,2.6976359084635946,7.777708927535875,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.34000035501864156,2.6976359084635946
Dairy,Slope change,0.6189453282544143,0.06752738193935136,0.2516025554024293,1.5468762053642682,4.580915237832941,NA,NA,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.2516025554024293,1.5468762053642682
Dairy,Slope change,0.7515102462853943,0.33471487356669205,0.48458791975087273,1.1900874968676325,1.9581160622091218,NA,NA,NA,Restaurant,EMBVNVD207CC6,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.48458791975087273,1.1900874968676325
Dairy,Slope change,1.5758864086702995,0.3247415119355354,0.6862537816311192,3.6094030985085883,9.366700525620633,NA,NA,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.6862537816311192,3.6094030985085883
Dairy,Slope change,0.22475115037030624,0.0354959237690685,0.0996472537160637,0.5083841947337446,1.0857698138014984,NA,NA,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.0996472537160637,0.5083841947337446
Whole-muscle meat,Level change,1.3588201105504172,0.870748822299254,1.094974208949171,1.679615535317223,2.0322589334968844,NA,NA,NA,Restaurant,SAFK7ND1HR6XS,NA,finalized_redone_trunc_cp,NA,"Exposure: Whole-Muscle
Analog Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,1.094974208949171,1.679615535317223
Whole-muscle meat,Slope change,0.46990410303849633,0.08372781758261506,0.21380335993427782,1.0286921087132763,2.3536704916932685,NA,NA,NA,Restaurant,SAFK7ND1HR6XS,NA,finalized_redone_trunc_cp,NA,"Exposure: Whole-Muscle
Analog Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.21380335993427782,1.0286921087132763
Ground meat,Level change,1.0764813980459504,0.3604249568514244,0.6474413850793849,1.758921881527275,3.1860643926168026,NA,NA,NA,Restaurant,C0BE4NDSW26QN,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.6474413850793849,1.758921881527275
Ground meat,Level change,0.9221999407957996,0.3128370148163543,0.5709301036495484,1.4914052519332481,2.3790798995908413,NA,NA,NA,Restaurant,C0BE4NDSW26QN,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.5709301036495484,1.4914052519332481
Ground meat,Level change,1.0596335632602416,0.8956750491917884,0.9735242863883941,1.154365984353334,1.2520283097579208,NA,NA,NA,Restaurant,S8MT0YGD2KTN9,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9735242863883941,1.154365984353334
Ground meat,Level change,1.0182549716689617,0.7063701820318453,0.8427674643779345,1.2159097188245274,1.4471279256646066,NA,NA,NA,Restaurant,1SQPTEGYPH0GA,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8427674643779345,1.2159097188245274
Ground meat,Level change,0.8510834582944873,0.11747006163022203,0.44777730589978637,1.7349833131992882,4.409321902365616,NA,NA,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.44777730589978637,1.7349833131992882
Ground meat,Level change,0.9551765686816106,0.2721402627429761,0.5147520301132673,1.713623120199085,4.006156775900187,NA,NA,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.5147520301132673,1.713623120199085
Ground meat,Level change,1.9355259612028644,0.3196347333202066,0.7236759307100279,5.15668179471489,15.704557144237501,NA,NA,NA,Restaurant,LQ5EH4BKGV61T,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.7236759307100279,5.15668179471489
Ground meat,Slope change,1.2329554451532625,0.38004164591636347,0.693599707519904,2.214887716360145,4.617159537305297,NA,NA,NA,Restaurant,C0BE4NDSW26QN,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.693599707519904,2.214887716360145
Ground meat,Slope change,0.5264913659445755,0.13859360604110899,0.28641185958141396,0.9419543218750341,1.7629419244032043,NA,NA,NA,Restaurant,C0BE4NDSW26QN,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.28641185958141396,0.9419543218750341
Ground meat,Slope change,0.9628140091750221,0.7030642614754479,0.8118698817915442,1.1455544820643682,1.38924730912553,NA,NA,NA,Restaurant,S8MT0YGD2KTN9,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8118698817915442,1.1455544820643682
Ground meat,Slope change,0.9018735266855787,0.63690098200809,0.7462829218996387,1.080590625157235,1.3150852635772503,NA,NA,NA,Restaurant,1SQPTEGYPH0GA,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7462829218996387,1.080590625157235
Ground meat,Slope change,2.051923517242502,0.29622303782078796,0.8306360526311221,5.286783498751849,14.80861044985647,NA,NA,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.8306360526311221,5.286783498751849
Ground meat,Slope change,0.25842825489789334,0.03477318165140716,0.10398063415792028,0.6451793350466384,1.3239628030638348,NA,NA,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.10398063415792028,0.6451793350466384
Ground meat,Slope change,0.8851287877758626,0.22477248345820505,0.4826742338507044,1.616023842609338,3.190976056274206,NA,NA,NA,Restaurant,LQ5EH4BKGV61T,NA,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.4826742338507044,1.616023842609338
